time,Temperature_B,Temperature_D,Temperature_A,Temperature_C,hour
2022-08-11 19:55:00,88,85,85,86,19
2022-08-11 20:00:00,88,85,86,86,20
2022-08-11 20:05:00,89,85,86,87,20
2022-08-11 20:10:00,89,85,86,87,20
2022-08-11 20:15:00,89,86,87,87,20
2022-08-11 20:20:00,89,86,87,88,20
2022-08-11 20:25:00,90,86,87,88,20
2022-08-11 20:30:00,90,87,87,88,20
2022-08-11 20:35:00,90,87,87,88,20
2022-08-11 20:40:00,90,87,87,89,20
2022-08-11 20:45:00,91,88,88,89,20
2022-08-11 20:50:00,91,88,88,89,20
2022-08-11 20:55:00,91,88,88,89,20
2022-08-11 21:00:00,91,88,88,90,21
2022-08-11 21:05:00,92,89,89,90,21
2022-08-11 21:10:00,92,89,89,90,21
2022-08-11 21:15:00,92,89,89,91,21
2022-08-11 21:20:00,93,89,90,91,21
2022-08-11 21:25:00,93,90,90,91,21
2022-08-11 21:30:00,93,90,90,92,21
2022-08-11 21:35:00,94,90,90,92,21
2022-08-11 21:40:00,94,90,91,92,21
2022-08-11 21:45:00,94,91,91,92,21
2022-08-11 21:50:00,94,91,91,92,21
2022-08-11 21:55:00,95,91,91,93,21
2022-08-11 22:00:00,95,91,92,93,22
2022-08-11 22:05:00,95,91,92,93,22
2022-08-11 22:10:00,96,92,92,93,22
2022-08-11 22:15:00,96,92,93,94,22
2022-08-11 22:20:00,96,92,93,94,22
2022-08-11 22:25:00,96,92,93,94,22
2022-08-11 22:30:00,97,92,93,94,22
2022-08-11 22:35:00,97,92,94,95,22
2022-08-11 22:40:00,97,92,94,95,22
2022-08-11 22:45:00,97,92,94,95,22
2022-08-11 22:50:00,98,93,94,95,22
2022-08-11 22:55:00,98,93,94,95,22
2022-08-11 23:00:00,98,93,95,96,23
2022-08-11 23:05:00,98,94,95,96,23
2022-08-11 23:10:00,98,94,95,96,23
2022-08-11 23:15:00,99,94,95,96,23
2022-08-11 23:20:00,99,94,95,97,23
2022-08-11 23:25:00,99,95,95,97,23
2022-08-11 23:30:00,99,95,96,97,23
2022-08-11 23:35:00,99,95,96,97,23
2022-08-11 23:40:00,99,95,96,97,23
2022-08-11 23:45:00,94,96,96,90,23
2022-08-11 23:50:00,97,96,96,94,23
2022-08-11 23:55:00,99,96,96,96,23
2022-08-12 00:00:00,99,96,96,97,0
2022-08-12 00:05:00,93,94,97,89,0
2022-08-12 00:10:00,97,87,97,92,0
2022-08-12 00:15:00,99,93,96,95,0
2022-08-12 00:20:00,99,95,96,97,0
2022-08-12 00:25:00,95,96,97,91,0
2022-08-12 00:30:00,98,96,97,95,0
2022-08-12 00:35:00,98,96,97,96,0
2022-08-12 00:40:00,96,84,98,91,0
2022-08-12 00:45:00,98,92,97,94,0
2022-08-12 00:50:00,99,94,97,96,0
2022-08-12 00:55:00,95,96,97,91,0
2022-08-12 01:00:00,99,96,97,95,1
2022-08-12 01:10:00,97,85,98,92,1
2022-08-12 01:15:00,99,92,98,95,1
2022-08-12 01:20:00,94,95,98,89,1
2022-08-12 01:25:00,98,96,98,94,1
2022-08-12 01:30:00,96,96,98,93,1
2022-08-12 01:35:00,96,97,98,92,1
2022-08-12 01:40:00,99,97,98,96,1
2022-08-12 01:45:00,95,86,99,91,1
2022-08-12 01:50:00,98,91,98,94,1
2022-08-12 01:55:00,93,96,98,88,1
2022-08-12 02:00:00,97,96,98,93,2
2022-08-12 02:05:00,98,97,98,95,2
2022-08-12 02:10:00,96,84,99,91,2
2022-08-12 02:15:00,83,94,100,76,2
2022-08-12 02:20:00,77,83,99,77,2
2022-08-12 02:25:00,75,93,98,70,2
2022-08-12 02:30:00,73,82,97,74,2
2022-08-12 02:35:00,72,93,96,68,2
2022-08-12 02:40:00,71,82,95,72,2
2022-08-12 02:45:00,71,92,94,68,2
2022-08-12 02:50:00,83,93,94,80,2
2022-08-12 02:55:00,90,94,94,88,2
2022-08-12 03:00:00,94,95,95,92,3
2022-08-12 03:05:00,96,95,95,94,3
2022-08-12 03:10:00,97,95,96,96,3
2022-08-12 03:15:00,98,96,97,97,3
2022-08-12 03:20:00,98,96,97,97,3
2022-08-12 03:25:00,99,96,98,98,3
2022-08-12 03:30:00,99,96,98,98,3
2022-08-12 03:35:00,95,97,99,92,3
2022-08-12 03:40:00,98,96,98,96,3
2022-08-12 03:45:00,99,97,99,98,3
2022-08-12 03:50:00,93,86,100,91,3
2022-08-12 03:55:00,79,93,100,75,3
2022-08-12 04:00:00,75,85,99,74,4
2022-08-12 04:05:00,72,91,98,69,4
2022-08-12 04:10:00,72,88,97,68,4
2022-08-12 04:15:00,69,88,96,68,4
2022-08-12 04:20:00,70,94,95,66,4
2022-08-12 04:25:00,68,85,95,70,4
2022-08-12 04:30:00,74,92,94,72,4
2022-08-12 04:35:00,85,94,94,83,4
2022-08-12 04:40:00,90,94,94,90,4
2022-08-12 04:45:00,93,95,95,93,4
2022-08-12 04:50:00,95,95,96,95,4
2022-08-12 04:55:00,96,95,96,96,4
2022-08-12 05:00:00,97,95,97,97,5
2022-08-12 05:05:00,97,96,97,97,5
2022-08-12 05:10:00,98,96,98,98,5
2022-08-12 05:15:00,98,96,98,99,5
2022-08-12 05:20:00,99,96,98,99,5
2022-08-12 05:25:00,99,96,98,99,5
2022-08-12 05:30:00,99,97,99,99,5
2022-08-12 05:35:00,95,97,99,93,5
2022-08-12 05:40:00,98,97,99,97,5
2022-08-12 05:45:00,99,97,99,99,5
2022-08-12 05:50:00,86,91,100,85,5
2022-08-12 05:55:00,77,90,100,76,5
2022-08-12 06:00:00,74,90,99,71,6
2022-08-12 06:05:00,71,89,98,70,6
2022-08-12 06:10:00,71,95,97,67,6
2022-08-12 06:15:00,69,84,97,70,6
2022-08-12 06:20:00,69,94,96,67,6
2022-08-12 06:25:00,68,83,95,70,6
2022-08-12 06:30:00,68,92,95,66,6
2022-08-12 06:35:00,68,83,95,69,6
2022-08-12 06:40:00,78,88,93,79,6
2022-08-12 06:45:00,85,91,93,86,6
2022-08-12 06:50:00,90,93,94,90,6
2022-08-12 06:55:00,92,94,95,93,6
2022-08-12 07:00:00,94,94,96,95,7
2022-08-12 07:05:00,95,95,96,96,7
2022-08-12 07:10:00,96,95,97,97,7
2022-08-12 07:15:00,96,95,97,97,7
2022-08-12 07:20:00,97,95,98,98,7
2022-08-12 07:25:00,97,95,98,98,7
2022-08-12 07:30:00,98,95,98,99,7
2022-08-12 07:35:00,98,96,98,99,7
2022-08-12 07:40:00,99,96,99,99,7
2022-08-12 07:45:00,94,97,99,93,7
2022-08-12 07:50:00,97,96,99,97,7
2022-08-12 07:55:00,98,97,99,99,7
2022-08-12 08:00:00,99,97,99,99,8
2022-08-12 08:05:00,82,92,101,81,8
2022-08-12 08:10:00,75,90,100,74,8
2022-08-12 08:15:00,73,92,99,70,8
2022-08-12 08:20:00,70,87,98,71,8
2022-08-12 08:25:00,71,94,97,68,8
2022-08-12 08:30:00,69,85,96,71,8
2022-08-12 08:35:00,69,93,96,67,8
2022-08-12 08:40:00,68,82,95,71,8
2022-08-12 08:45:00,68,92,95,66,8
2022-08-12 08:50:00,69,83,94,69,8
2022-08-12 08:55:00,82,88,94,80,8
2022-08-12 09:00:00,88,91,94,87,9
2022-08-12 09:05:00,91,93,95,92,9
2022-08-12 09:10:00,93,94,96,94,9
2022-08-12 09:15:00,94,94,97,95,9
2022-08-12 09:20:00,95,95,97,96,9
2022-08-12 09:25:00,96,95,97,97,9
2022-08-12 09:30:00,97,95,98,98,9
2022-08-12 09:35:00,97,95,98,98,9
2022-08-12 09:40:00,98,96,99,99,9
2022-08-12 09:45:00,98,96,99,99,9
2022-08-12 09:50:00,95,97,99,97,9
2022-08-12 09:55:00,81,85,100,84,9
2022-08-12 10:00:00,75,92,100,74,10
2022-08-12 10:05:00,72,83,99,74,10
2022-08-12 10:10:00,71,91,98,70,10
2022-08-12 10:15:00,70,83,97,72,10
2022-08-12 10:20:00,69,91,96,68,10
2022-08-12 10:25:00,69,83,95,71,10
2022-08-12 10:30:00,68,90,95,68,10
2022-08-12 10:35:00,75,84,94,72,10
2022-08-12 10:40:00,84,87,94,82,10
2022-08-12 10:45:00,89,92,95,89,10
2022-08-12 10:50:00,92,93,96,92,10
2022-08-12 10:55:00,94,94,96,95,10
2022-08-12 11:00:00,95,94,97,96,11
2022-08-12 11:05:00,96,95,98,97,11
2022-08-12 11:10:00,96,95,98,98,11
2022-08-12 11:15:00,97,95,99,98,11
2022-08-12 11:20:00,98,96,99,99,11
2022-08-12 11:25:00,98,96,99,99,11
2022-08-12 11:30:00,84,86,100,88,11
2022-08-12 11:35:00,76,91,100,76,11
2022-08-12 11:40:00,73,81,99,77,11
2022-08-12 11:45:00,71,91,97,71,11
2022-08-12 11:50:00,70,82,97,74,11
2022-08-12 11:55:00,70,91,96,69,11
2022-08-12 12:00:00,69,83,95,72,12
2022-08-12 12:05:00,69,89,95,68,12
2022-08-12 12:10:00,80,83,94,77,12
2022-08-12 12:15:00,87,90,94,86,12
2022-08-12 12:25:00,93,93,96,94,12
2022-08-12 12:30:00,94,94,97,96,12
2022-08-12 12:35:00,95,94,97,97,12
2022-08-12 12:40:00,96,94,98,97,12
2022-08-12 12:45:00,97,95,98,98,12
2022-08-12 12:50:00,97,95,99,99,12
2022-08-12 12:55:00,98,86,100,99,12
2022-08-12 13:00:00,81,90,100,81,13
2022-08-12 13:05:00,75,81,99,79,13
2022-08-12 13:10:00,73,89,98,72,13
2022-08-12 13:15:00,71,83,97,75,13
2022-08-12 13:20:00,71,88,96,70,13
2022-08-12 13:25:00,69,84,95,72,13
2022-08-12 13:30:00,69,86,95,70,13
2022-08-12 13:35:00,76,83,94,77,13
2022-08-12 13:40:00,85,89,94,86,13
2022-08-12 13:45:00,90,91,95,91,13
2022-08-12 13:50:00,92,92,96,94,13
2022-08-12 13:55:00,94,93,96,95,13
2022-08-12 14:00:00,95,93,97,96,14
2022-08-12 14:05:00,96,94,98,97,14
2022-08-12 14:10:00,96,94,98,98,14
2022-08-12 14:15:00,97,95,98,98,14
2022-08-12 14:20:00,98,95,99,99,14
2022-08-12 14:25:00,98,95,99,99,14
2022-08-12 14:30:00,89,96,100,89,14
2022-08-12 14:35:00,79,83,100,83,14
2022-08-12 14:40:00,75,88,99,75,14
2022-08-12 14:45:00,72,81,98,78,14
2022-08-12 14:50:00,71,86,97,72,14
2022-08-12 14:55:00,70,80,96,76,14
2022-08-12 15:00:00,70,87,95,71,15
2022-08-12 15:05:00,72,80,94,75,15
2022-08-12 15:10:00,83,88,94,84,15
2022-08-12 15:15:00,89,91,94,90,15
2022-08-12 15:20:00,92,92,95,93,15
2022-08-12 15:25:00,94,93,96,95,15
2022-08-12 15:30:00,95,93,97,96,15
2022-08-12 15:35:00,96,93,98,97,15
2022-08-12 15:40:00,97,94,98,98,15
2022-08-12 15:45:00,97,94,99,99,15
2022-08-12 15:50:00,98,94,99,99,15
2022-08-12 15:55:00,97,95,99,99,15
2022-08-12 16:00:00,81,83,100,88,16
2022-08-12 16:05:00,76,80,99,84,16
2022-08-12 16:10:00,73,86,98,76,16
2022-08-12 16:15:00,72,81,97,76,16
2022-08-12 16:20:00,70,88,95,71,16
2022-08-12 16:25:00,70,80,95,74,16
2022-08-12 16:30:00,75,87,94,77,16
2022-08-12 16:35:00,85,90,94,86,16
2022-08-12 16:40:00,90,91,95,91,16
2022-08-12 16:45:00,93,92,96,94,16
2022-08-12 16:50:00,94,93,96,96,16
2022-08-12 16:55:00,95,93,97,97,16
2022-08-12 17:00:00,96,93,98,98,17
2022-08-12 17:05:00,97,93,98,98,17
2022-08-12 17:10:00,97,94,98,99,17
2022-08-12 17:15:00,98,94,99,99,17
2022-08-12 17:20:00,92,95,99,92,17
2022-08-12 17:25:00,96,94,99,96,17
2022-08-12 17:30:00,98,94,99,99,17
2022-08-12 17:35:00,85,91,100,86,17
2022-08-12 17:40:00,78,82,100,84,17
2022-08-12 17:45:00,74,80,98,82,17
2022-08-12 17:50:00,72,89,97,74,17
2022-08-12 17:55:00,71,80,96,77,17
2022-08-12 18:00:00,70,88,95,72,18
2022-08-12 18:05:00,70,81,95,75,18
2022-08-12 18:10:00,79,86,94,82,18
2022-08-12 18:15:00,87,90,94,89,18
2022-08-12 18:20:00,91,92,95,93,18
2022-08-12 18:25:00,93,92,96,95,18
2022-08-12 18:30:00,95,93,97,97,18
2022-08-12 18:40:00,97,93,98,98,18
2022-08-12 18:45:00,97,94,98,99,18
2022-08-12 18:50:00,98,94,99,99,18
2022-08-12 18:55:00,92,95,99,92,18
2022-08-12 19:00:00,96,95,99,96,19
2022-08-12 19:05:00,98,95,99,99,19
2022-08-12 19:10:00,89,96,100,89,19
2022-08-12 19:15:00,79,83,100,84,19
2022-08-12 19:20:00,75,85,99,80,19
2022-08-12 19:25:00,73,84,98,76,19
2022-08-12 19:30:00,71,86,97,74,19
2022-08-12 19:35:00,71,83,96,75,19
2022-08-12 19:40:00,70,87,95,72,19
2022-08-12 19:45:00,70,82,95,74,19
2022-08-12 19:50:00,79,85,94,81,19
2022-08-12 19:55:00,87,90,94,88,19
2022-08-12 20:00:00,91,91,95,93,20
2022-08-12 20:05:00,93,92,96,95,20
2022-08-12 20:10:00,95,92,96,96,20
2022-08-12 20:15:00,96,93,97,97,20
2022-08-12 20:20:00,97,93,98,98,20
2022-08-12 20:25:00,97,94,98,99,20
2022-08-12 20:30:00,98,94,99,100,20
2022-08-12 20:35:00,93,95,99,94,20
2022-08-12 20:40:00,96,94,99,97,20
2022-08-12 20:45:00,98,95,99,99,20
2022-08-12 20:50:00,85,90,100,85,20
2022-08-12 20:55:00,77,86,100,81,20
2022-08-12 21:00:00,74,84,98,76,21
2022-08-12 21:05:00,72,88,97,73,21
2022-08-12 21:10:00,71,83,96,74,21
2022-08-12 21:15:00,70,89,96,71,21
2022-08-12 21:20:00,70,81,95,73,21
2022-08-12 21:25:00,70,89,94,70,21
2022-08-12 21:30:00,82,91,94,82,21
2022-08-12 21:35:00,89,92,95,90,21
2022-08-12 21:40:00,92,93,95,93,21
2022-08-12 21:45:00,94,93,96,96,21
2022-08-12 21:50:00,95,94,97,97,21
2022-08-12 21:55:00,96,94,98,98,21
2022-08-12 22:00:00,97,94,98,99,22
2022-08-12 22:05:00,97,94,98,99,22
2022-08-12 22:10:00,93,95,99,93,22
2022-08-12 22:15:00,96,95,99,97,22
2022-08-12 22:20:00,98,95,99,99,22
2022-08-12 22:25:00,84,89,100,87,22
2022-08-12 22:30:00,76,88,100,79,22
2022-08-12 22:35:00,74,84,99,75,22
2022-08-12 22:40:00,71,89,97,72,22
2022-08-12 22:45:00,71,83,97,73,22
2022-08-12 22:50:00,69,89,96,70,22
2022-08-12 22:55:00,69,83,95,71,22
2022-08-12 23:00:00,68,88,95,69,23
2022-08-12 23:05:00,77,92,94,76,23
2022-08-12 23:10:00,86,83,95,86,23
2022-08-12 23:15:00,90,87,95,90,23
2022-08-12 23:20:00,92,91,96,94,23
2022-08-12 23:25:00,94,93,96,96,23
2022-08-12 23:30:00,95,93,97,97,23
2022-08-12 23:35:00,96,94,97,98,23
2022-08-12 23:40:00,96,94,98,99,23
2022-08-12 23:45:00,97,94,98,99,23
2022-08-12 23:50:00,92,87,99,92,23
2022-08-12 23:55:00,80,89,100,80,23
2022-08-13 00:00:00,75,84,99,76,0
2022-08-13 00:05:00,71,88,98,72,0
2022-08-13 00:10:00,71,84,97,71,0
2022-08-13 00:15:00,69,87,96,70,0
2022-08-13 00:20:00,69,85,96,70,0
2022-08-13 00:25:00,68,86,95,69,0
2022-08-13 00:30:00,68,89,95,67,0
2022-08-13 00:35:00,76,83,94,76,0
2022-08-13 00:40:00,85,89,94,86,0
2022-08-13 00:45:00,89,91,94,91,0
2022-08-13 00:50:00,91,92,95,94,0
2022-08-13 00:55:00,93,92,96,96,0
2022-08-13 01:00:00,94,93,97,97,1
2022-08-13 01:10:00,96,93,98,98,1
2022-08-13 01:15:00,96,94,98,99,1
2022-08-13 01:20:00,96,94,98,99,1
2022-08-13 01:25:00,93,94,99,94,1
2022-08-13 01:30:00,96,94,99,97,1
2022-08-13 01:35:00,97,95,99,99,1
2022-08-13 01:40:00,86,86,100,89,1
2022-08-13 01:45:00,76,90,100,76,1
2022-08-13 01:50:00,73,83,99,75,1
2022-08-13 01:55:00,70,90,98,70,1
2022-08-13 02:00:00,70,84,97,71,2
2022-08-13 02:05:00,68,89,96,69,2
2022-08-13 02:10:00,69,90,96,67,2
2022-08-13 02:15:00,67,84,95,69,2
2022-08-13 02:20:00,68,92,95,66,2
2022-08-13 02:25:00,79,81,94,75,2
2022-08-13 02:30:00,86,88,94,85,2
2022-08-13 02:35:00,89,91,95,91,2
2022-08-13 02:40:00,92,92,95,94,2
2022-08-13 02:45:00,93,93,96,95,2
2022-08-13 02:50:00,94,93,97,97,2
2022-08-13 02:55:00,95,93,97,98,2
2022-08-13 03:00:00,96,93,98,98,3
2022-08-13 03:05:00,96,94,98,99,3
2022-08-13 03:10:00,97,94,98,99,3
2022-08-13 03:15:00,93,95,99,95,3
2022-08-13 03:20:00,94,95,99,94,3
2022-08-13 03:25:00,96,95,99,98,3
2022-08-13 03:30:00,97,95,99,99,3
2022-08-13 03:35:00,85,88,100,88,3
2022-08-13 03:40:00,75,89,100,76,3
2022-08-13 03:45:00,73,89,99,71,3
2022-08-13 03:50:00,70,86,98,71,3
2022-08-13 03:55:00,70,93,97,68,3
2022-08-13 04:00:00,68,83,96,71,4
2022-08-13 04:05:00,68,92,96,67,4
2022-08-13 04:10:00,68,83,95,70,4
2022-08-13 04:15:00,67,90,95,67,4
2022-08-13 04:20:00,74,92,94,73,4
2022-08-13 04:25:00,84,92,94,85,4
2022-08-13 04:30:00,89,93,95,90,4
2022-08-13 04:35:00,91,93,95,93,4
2022-08-13 04:40:00,93,93,96,95,4
2022-08-13 04:45:00,94,93,97,96,4
2022-08-13 04:50:00,95,93,97,97,4
2022-08-13 04:55:00,95,94,98,98,4
2022-08-13 05:00:00,96,94,98,98,5
2022-08-13 05:05:00,96,94,98,99,5
2022-08-13 05:10:00,97,94,99,99,5
2022-08-13 05:15:00,92,95,99,93,5
2022-08-13 05:20:00,95,95,99,97,5
2022-08-13 05:25:00,97,95,99,99,5
2022-08-13 05:30:00,89,95,100,90,5
2022-08-13 05:35:00,77,83,101,82,5
2022-08-13 05:40:00,73,92,100,71,5
2022-08-13 05:45:00,71,81,99,74,5
2022-08-13 05:50:00,69,91,97,69,5
2022-08-13 05:55:00,69,84,97,70,5
2022-08-13 06:00:00,67,90,96,67,6
2022-08-13 06:05:00,68,90,95,67,6
2022-08-13 06:10:00,66,85,95,68,6
2022-08-13 06:15:00,70,92,94,69,6
2022-08-13 06:20:00,82,92,94,82,6
2022-08-13 06:25:00,87,93,94,89,6
2022-08-13 06:30:00,90,93,95,92,6
2022-08-13 06:35:00,92,94,96,94,6
2022-08-13 06:40:00,93,94,96,96,6
2022-08-13 06:45:00,94,94,97,97,6
2022-08-13 06:50:00,95,94,97,97,6
2022-08-13 06:55:00,95,94,97,98,6
2022-08-13 07:00:00,96,94,98,98,7
2022-08-13 07:05:00,96,95,98,99,7
2022-08-13 07:10:00,97,95,98,99,7
2022-08-13 07:15:00,90,96,99,91,7
2022-08-13 07:20:00,94,95,99,95,7
2022-08-13 07:25:00,96,95,99,98,7
2022-08-13 07:30:00,97,96,99,99,7
2022-08-13 07:35:00,92,97,99,94,7
2022-08-13 07:40:00,78,86,100,82,7
2022-08-13 07:45:00,74,94,100,71,7
2022-08-13 07:50:00,71,82,99,73,7
2022-08-13 07:55:00,69,92,98,68,7
2022-08-13 08:00:00,69,86,97,69,8
2022-08-13 08:05:00,67,89,96,67,8
2022-08-13 08:10:00,68,94,96,65,8
2022-08-13 08:15:00,66,83,95,69,8
2022-08-13 08:20:00,67,92,95,65,8
2022-08-13 08:25:00,67,88,95,66,8
2022-08-13 08:30:00,72,86,93,75,8
2022-08-13 08:35:00,83,91,93,84,8
2022-08-13 08:40:00,87,92,94,90,8
2022-08-13 08:45:00,90,93,95,93,8
2022-08-13 08:50:00,92,93,96,95,8
2022-08-13 08:55:00,93,94,96,96,8
2022-08-13 09:00:00,94,94,96,96,9
2022-08-13 09:05:00,94,94,97,97,9
2022-08-13 09:10:00,95,94,97,97,9
2022-08-13 09:15:00,95,95,97,98,9
2022-08-13 09:20:00,96,95,98,98,9
2022-08-13 09:25:00,96,95,98,98,9
2022-08-13 09:30:00,96,95,98,99,9
2022-08-13 09:35:00,96,95,98,99,9
2022-08-13 09:40:00,97,95,98,99,9
2022-08-13 09:45:00,97,96,98,99,9
2022-08-13 09:50:00,93,97,99,93,9
2022-08-13 09:55:00,96,96,99,97,9
2022-08-13 10:00:00,97,97,99,99,10
2022-08-13 10:05:00,91,97,99,93,10
2022-08-13 10:10:00,78,84,101,81,10
2022-08-13 10:15:00,72,93,100,70,10
2022-08-13 10:20:00,71,94,99,67,10
2022-08-13 10:25:00,68,86,98,69,10
2022-08-13 10:30:00,68,94,97,65,10
2022-08-13 10:35:00,67,83,97,68,10
2022-08-13 10:40:00,66,90,96,65,10
2022-08-13 10:45:00,67,94,96,64,10
2022-08-13 10:50:00,65,80,95,68,10
2022-08-13 10:55:00,65,91,95,63,10
2022-08-13 11:00:00,66,92,95,63,11
2022-08-13 11:05:00,78,83,93,75,11
2022-08-13 11:10:00,85,90,93,85,11
2022-08-13 11:15:00,88,92,94,90,11
2022-08-13 11:20:00,91,93,94,93,11
2022-08-13 11:25:00,92,93,95,94,11
2022-08-13 11:30:00,93,94,96,95,11
2022-08-13 11:35:00,94,94,96,96,11
2022-08-13 11:40:00,94,94,96,97,11
2022-08-13 11:45:00,95,94,97,97,11
2022-08-13 11:50:00,95,94,97,98,11
2022-08-13 11:55:00,96,94,97,98,11
2022-08-13 12:00:00,96,94,98,99,12
2022-08-13 12:05:00,96,95,98,99,12
2022-08-13 12:10:00,97,95,98,99,12
2022-08-13 12:15:00,97,95,98,99,12
2022-08-13 12:20:00,94,96,99,96,12
2022-08-13 12:25:00,94,96,99,94,12
2022-08-13 12:30:00,96,96,99,98,12
2022-08-13 12:35:00,97,96,99,99,12
2022-08-13 12:40:00,89,97,100,89,12
2022-08-13 12:45:00,77,94,101,74,12
2022-08-13 12:50:00,71,88,101,72,12
2022-08-13 12:55:00,71,95,100,67,12
2022-08-13 13:00:00,68,83,99,71,13
2022-08-13 13:05:00,68,93,97,66,13
2022-08-13 13:10:00,68,88,97,67,13
2022-08-13 13:15:00,66,88,96,66,13
2022-08-13 13:20:00,67,94,96,64,13
2022-08-13 13:25:00,66,81,95,68,13
2022-08-13 13:30:00,65,91,95,64,13
2022-08-13 13:35:00,66,93,95,64,13
2022-08-13 13:40:00,67,85,94,70,13
2022-08-13 13:45:00,80,90,93,82,13
2022-08-13 13:50:00,86,92,94,88,13
2022-08-13 13:55:00,89,93,94,92,13
2022-08-13 14:00:00,91,93,95,94,14
2022-08-13 14:05:00,92,94,96,95,14
2022-08-13 14:10:00,93,94,96,96,14
2022-08-13 14:15:00,94,94,97,97,14
2022-08-13 14:20:00,95,94,97,97,14
2022-08-13 14:25:00,95,94,97,98,14
2022-08-13 14:30:00,95,95,98,98,14
2022-08-13 14:35:00,96,95,98,99,14
2022-08-13 14:40:00,96,95,99,99,14
2022-08-13 14:45:00,97,95,99,99,14
2022-08-13 14:50:00,83,97,100,82,14
2022-08-13 14:55:00,75,84,101,77,14
2022-08-13 15:00:00,71,92,100,70,15
2022-08-13 15:05:00,70,84,99,71,15
2022-08-13 15:10:00,68,91,98,68,15
2022-08-13 15:15:00,68,94,97,66,15
2022-08-13 15:20:00,66,84,96,69,15
2022-08-13 15:25:00,67,93,96,65,15
2022-08-13 15:30:00,66,81,95,68,15
2022-08-13 15:35:00,66,90,95,65,15
2022-08-13 15:40:00,66,89,95,65,15
2022-08-13 15:45:00,75,84,93,75,15
2022-08-13 15:50:00,83,89,93,84,15
2022-08-13 15:55:00,87,91,94,89,15
2022-08-13 16:00:00,90,92,95,92,16
2022-08-13 16:05:00,91,93,95,94,16
2022-08-13 16:10:00,92,93,96,95,16
2022-08-13 16:15:00,93,94,96,96,16
2022-08-13 16:20:00,94,94,97,97,16
2022-08-13 16:25:00,94,94,97,97,16
2022-08-13 16:30:00,95,94,97,98,16
2022-08-13 16:35:00,95,94,98,98,16
2022-08-13 16:40:00,96,94,98,98,16
2022-08-13 16:45:00,96,94,98,99,16
2022-08-13 16:50:00,96,95,98,99,16
2022-08-13 16:55:00,97,95,98,99,16
2022-08-13 17:00:00,97,95,99,99,17
2022-08-13 17:05:00,88,96,100,89,17
2022-08-13 17:10:00,77,87,101,77,17
2022-08-13 17:15:00,72,90,100,72,17
2022-08-13 17:20:00,71,88,99,70,17
2022-08-13 17:25:00,68,88,98,69,17
2022-08-13 17:30:00,68,94,97,66,17
2022-08-13 17:35:00,67,83,96,70,17
2022-08-13 17:40:00,67,92,96,66,17
2022-08-13 17:45:00,67,87,95,67,17
2022-08-13 17:50:00,66,89,95,66,17
2022-08-13 17:55:00,70,93,94,68,17
2022-08-13 18:00:00,81,93,94,81,18
2022-08-13 18:05:00,87,93,94,88,18
2022-08-13 18:10:00,89,93,95,92,18
2022-08-13 18:15:00,91,93,95,94,18
2022-08-13 18:20:00,92,94,96,95,18
2022-08-13 18:25:00,93,94,97,96,18
2022-08-13 18:30:00,94,94,97,97,18
2022-08-13 18:35:00,95,94,97,97,18
2022-08-13 18:40:00,95,94,98,98,18
2022-08-13 18:45:00,95,94,98,98,18
2022-08-13 18:50:00,96,94,98,98,18
2022-08-13 18:55:00,96,95,98,99,18
2022-08-13 19:00:00,97,95,99,99,19
2022-08-13 19:05:00,97,95,99,99,19
2022-08-13 19:10:00,87,96,100,87,19
2022-08-13 19:15:00,76,86,101,78,19
2022-08-13 19:20:00,71,91,100,71,19
2022-08-13 19:25:00,70,88,99,69,19
2022-08-13 19:30:00,68,89,98,68,19
2022-08-13 19:35:00,68,94,97,65,19
2022-08-13 19:40:00,66,82,96,69,19
2022-08-13 19:45:00,66,92,96,65,19
2022-08-13 19:50:00,67,87,95,66,19
2022-08-13 19:55:00,65,87,95,65,19
2022-08-13 20:00:00,67,92,94,65,20
2022-08-13 20:05:00,79,93,93,79,20
2022-08-13 20:10:00,85,93,93,87,20
2022-08-13 20:15:00,89,93,94,91,20
2022-08-13 20:20:00,91,94,95,93,20
2022-08-13 20:25:00,92,94,96,95,20
2022-08-13 20:30:00,93,94,96,96,20
2022-08-13 20:35:00,94,94,97,96,20
2022-08-13 20:40:00,94,94,97,97,20
2022-08-13 20:45:00,95,94,97,98,20
2022-08-13 20:50:00,95,94,98,98,20
2022-08-13 20:55:00,96,95,98,98,20
2022-08-13 21:00:00,96,95,98,99,21
2022-08-13 21:05:00,96,95,98,99,21
2022-08-13 21:10:00,96,95,98,99,21
2022-08-13 21:15:00,97,95,99,99,21
2022-08-13 21:20:00,87,96,100,86,21
2022-08-13 21:25:00,76,87,101,75,21
2022-08-13 21:30:00,70,90,100,70,21
2022-08-13 21:35:00,70,95,99,67,21
2022-08-13 21:40:00,67,82,98,70,21
2022-08-13 21:45:00,67,92,97,65,21
2022-08-13 21:50:00,67,90,97,65,21
2022-08-13 21:55:00,65,86,96,66,21
2022-08-13 22:00:00,66,93,96,64,22
2022-08-13 22:05:00,66,82,95,67,22
2022-08-13 22:10:00,64,89,95,64,22
2022-08-13 22:15:00,75,92,94,74,22
2022-08-13 22:20:00,84,92,93,85,22
2022-08-13 22:25:00,88,93,94,90,22
2022-08-13 22:30:00,90,93,95,93,22
2022-08-13 22:35:00,91,94,95,94,22
2022-08-13 22:40:00,92,94,96,95,22
2022-08-13 22:45:00,93,94,96,96,22
